Brand Name,Reviews,Review Votes,Rating
Apple,"***UPDATE...I forgot to mention that the phone was listed here on Amazon, as a 16gb, and it turned out when the tech at Apple ran the test on the phone, it was determined that not only was the phone junk...it was an 8gb. phone, not a 16gb. as the Seller and Amazon had listed!!! again...Beware!!!*****BEWARE AND BE ADVISED THAT THIS SELLER IS VERY DISHONEST AND A CROOK!!!!*****I BOUGHT THE 3G PHONE FROM YOU BY YOUR AMAZON LISTING STATING THAT THE PHONE IS LIKE NEW CONDITION WITH NO SCRATCHES OR ANY ISSUES OR PROBLEMS WITH THE PHONE WHAT SO EVER! PROBLEMS::::THE CASE HAS MANY SCRATCHES ON THE BACK OF IT,BUT IF THAT WAS THE ONLY ISSUE I WOULD NOT BE CONTACTING YOU. ***THE PHONE IS JUNK!! THE PHONE HAS BEEN JAIL BROKE AND WAS USED WITH ANOTHER CARRIER,(SUCH AS TEAM MOBILE). I BOUGHT THIS PHONE FOR MY TEENAGE DAUGHTERS 15th BIRTHDAY. WE DID NOT TRY TO HAVE THE PHONE ACTIVATED AS SOON AS WE RECEIVED IT, BECAUSE HER BIRTHDAY WAS A WEEK LATER. AFTER SHE OPENED THE WRAPPED UP PHONE ON HER BIRTHDAY, WITH ALL HER FRIENDS (Her Gift from us-Mom and Dad),THE NEXT DAY WE TOOK HER AND HER PHONE TO OUR LOCAL CORPORATE AT&T STORE TO HAVE THE PHONE ACTIVATED, THEY ATTEMPTED (for over 2.5 long Hours!!) TO ACTIVATE THIS PHONE. IT WOULD NOT ACCEPT THE AT&T INFO AND PROGRAM TO ACTIVATE IT AND WORK. THEY THEN SENT ME TO THE APPLE STORE AT THE SHOPPING MALL (which was over an hour away!) I had to wait 2.5 hours while a technician looked at the phone and ran test to see whether or not the phone could be activated...***THE FINAL DECISION WAS THAT THE PHONE HAD BEEN TAMPERED WITH INTERNALLY AND HAD BEEN JAIL BROKEN TO ACCEPT ANOTHER CARRIER AND WOULD NEVER BE ABLE TO BE RESTORED OR REASSIGNED TO AT&T!!!! I FEEL THAT YOU KNEW THAT THERE WAS AN INTERNAL ISSUE AND YOU TOOK ADVANTAGE OF ME AND TOOK MY MONEY KNOWING GOOD AND WELL THAT THE PHONE COULD NEVER BE RESTORED ACTIVATED BY ANOTHER CARRIER!!!! *** ***UPDATE...I forgot to mention that the phone was listed here on Amazon, as a 16gb, and it turned out when the tech at Apple ran the test on the phone, it was determined that not only was the phone junk...it was an 8gb. phone, not a 16gb. as the Seller and Amazon had listed!!! again...Beware!!! I AM REALLY PISSED AND THE FACT THAT YOU MADE US LOOK LIKE AN ASS TO OUR DAUGHTER, AS SHE CRIED AND WAS VERY UPSET ABOUT THE PHONE NOT WORKING AND NOW SHE STILL DOES NOT HAVE A PHONE!!! AND TO TOP IT ALL OFF, WE BOUGHT A $60.00 DOLLAR OTTER BOX TO PUT THE PHONE IN TO PROTECT IT!! SO NOW I AM OUT $172.99 PLUS ALL MY WASTED TIME AND GAS!!! BECAUSE OF THIS EXPERIENCE....I WOULD ADVISE ANY AND ALL PROSPECTIVE BUYS TO STEER CLEAR FROM THIS SELLER AND ALL AMAZONS USED PHONES AS THEY ARE LIKE CROOKS,SCAM ARTIST AND A LAIRS!!!!!!!!!! YOU HAVE BEEN WARNED!!!",249,1
Apple,"Though the touch pads are a bit too sensitive and the phone do sometimes 'misbehave' by self-dialing unintended contacts,phone is generally outstanding and meets my expectations.I can't ask for better!",10,5
Apple,"The phone that Amazon sent me was all scratched up, and it honestly looked as if the dropped it a few time then rubbed steel wool on the back of it. Thumbs down. This is one customer that wont be buying from Amazon anymore.",43,1
Apple,"Very pleased. The used iphone came in great condition, and actually better than I expected it would be! Great phone for the value.",42,5
Apple,"got i 3g i phone from you ..was told by amazon it was unlocked ..contacted amazon and told me to contact apple so i did and was told not there problem ...contacted amazon again ...told its the sellers fault .and was send this.... I looked into your order and see that it was placed with ""Warehouse Deals"", a seller on our website. Because Warehouse Deals's inventory is constantly changing, we can't replace or send items sold by them that are Fulfilled by Amazon. I understand this is disappointing and we are really sorry about it. DISGUSTED as it is a present for Christmas ...and now paying out of my pocket 67 euros....and no offer of paying for the unlock of the i phone ...",38,1
Apple,It turned out to be a perfect gift for a loved one works well as expected but I had to unlock it.,16,5
Apple,"The iPhone was fine. It works and is in good condition but one major thing was wrong with this product!!It was categorized under 'unlocked phones' but when I received it, it was clear that it was LOCKED! I had so much trouble with this phone and to sell a product that is different from the description on such a crucial feature is very very WRONG!",157,1
Apple,"This review is not for the product as you may find it everywhere in the www world. This is for the quality of the product that I received from the seller - Amazon Warehouse deals. I bought it used - like new condition. Luckily it came with a version of firmware that is easily unlockable (as I needed a phone to use it overseas). The quality was very good, battery holds well, screen was pristine and there were very minor scuffs and scratches on the back (which should be expected on a used piece). The sockets and ports were well cleaned up and came with NEW headphone, power adaptor and cable !! Highly recommend Amazon warehouse seller for this product.",64,5
Apple,"Bought this used locked GSM iPhone 3GS 16GB for two reasons:1. it's sold by trust-worthy Amazon WarehouseDeals2. it's advertised that product was ""From the Manufacturer""Received the phone in excellent shape, well packed, like new, with the latest 5.0 firmware. It came with a new set of genuine Apple earphones with remote and mic, dock connector to USB cable and USB power adapter. Touchscreen and battery seemed to be newly replaced as well!Googled around, selected a company on the internet that claimed to be the No. 1 iPhone unlock service provider; after payment to them, received from them a message claiming that ""software was being developed and would be available soon (without a commitment date when software will be available)"". Since then, I've never been able to get my money back through PayPal!Fortunately, there's a professional independent iPhone repair shop in town (not at&t, T-Mobile or Cincinnati Bell) who could help activate, jailbreak and unlock my phone; the phone works great now! I don't have to purchase a 2-year plan, I can use the best-deal package plan I want from either at&t, T-Mobile or Cincinnati Bell any time. One important note: NEVER update your firmware after the unlock, otherwise, everything will be reset to previous locked configuration!",51,5
Apple,"works very well, for the most part, but its unlocked so it took a little effort to get picture messaging to work and after every 5-7 texts or every phone call, I have to turn it off and back on to get signal.",10,4
Apple,"I bought this phone specially because it was described as UNLOCKED. When I received my phone everything was ok until I put the SIM card, phone didn't work and I had to pay initially US15 to unlock the phone, next day when I tried to download applications I couldn't because the phone was not updated to ISO 4.3 or plus. Then I had to pay US$25 to update the phone to IOS 6.0 and unlock the phone for ever. I contacted the seller and he replied saying how he could help I told him to refund the initial $15 dollars I spent he replied just saying he didn't know how to refund the money and never replied to any of my following emails. In fact the phone was in really good condition but locked I had to pay totally $154 + $40 to repair. No happy with the shopping and the seller",23,2
Apple,"i purchased this phone trusting that it is really unlocked. Apparently Amazon doesn't really check these things. I am outside the country now and cant make any calls as i keep getting invalid sim message. And then to make it worse,its a dead battery.Only a red battery line shows on the screen and this makes the phone trip off after 2 minutes. I'm so sad",12,2
Apple,"This phone is locked, and thats really a bad way to do business by displaying another label.I cannot afford to come back to US to send it back but I think this would serve as a reminder",21,1
Apple,"I bought this iphone and discovered that it is LOCKED to AT&TDon't BUY , I am returning it back to Amazon warehouse !!!",21,1
Apple,I look for an unlocked iphone and this was not. The article said iphone 3gs yet sent me an iphone 3g and I did not pay for it .... this is not right and it is wrong because it is a deception.,20,1
Apple,I am very disappointed as I ordered an Apple iPhone 3GS 16GB (Black) however received a 3g with model number A1241. All the packaging said that it was a 3gs however the phone itself is a 3g. This is made worse as I am living and working In Africa and had a friend bring it over when he visited.,19,2
Apple,"I was surprised to notice that I still need to have the phone restored before using it. I paid 70 $ to have it restored or ''unlocked'' ( according to the specialist words). The battery is not good, I need to charge twice a day even though I have not used it. I would not recommend anybody to buy it.",63,2
Apple,"I'm not too interested in having the latest technology I just wanted an iOS device that was a little more portable than my iPad 3 and I happened to be needing a new phone as well, so I decided to go with the iPhone 3GS. It was just as described by the seller, brand new, a great price, works well on iOS 6 and adequately runs all of the apps that I use frequently. Maybe later I will be tempted to update to a newer model but for now I am satisfied. Great product.",58,5
Apple,Unfortunately the product did not meet my expectations. I could not update the version of IOS (was only in the number 4). This shows that the device was unlocked not in the way that appears in the ad. I had to pay a technical assistance that confirmed the problem. I would return it and get my money back. I bought two devices on two different dates and two had the same problem.,42,1
Apple,"I bought this iphone as ""new"" and when i received it i realized it was furbished and it did not work. I ask someone to help in this case.",32,1
Apple,"The phone needed repair after 15 days, cost me $90.00 and then the battery needed to replaced 7 days after that.The phone was not new as claimed. This has been a horror story.",31,1
Apple,"I ordered a used iphone and it came on time, unlocked, updated, and in the exact condition that was listed. I have not had any issues with this phone. Compared to the price of other new or used iphones, this is a great buy. I would buy from this seller again.",11,5
Apple,"Phone was unlocked, but didn't come in a box and there was no ear piece. Therefore not sure if it was new as it was advertised",12,3
Apple,"when the battery charge drops to 70% the phone is turned off, data cable does not work.The phone looks new.",12,1
Apple,"I was really excited to get my phone. From the very first charge it stopped and started charging. I did not send back, this was my 1st I-phone and I didn't know if this was something that just came with the territory. 2 months later, the phone won't take a charge. It's a brick and it's too late to get a refund.It now serves as a pretty paperweight.Don't get ripped off thinking your experience will be different, you are flipping a coin.",13,1
Apple,It is really brand new factory unlocked Iphone 3GS and no issues at all. It is nice and great phone.,14,5
Apple,"This unlocked phone works great on T-Mobile. I just had to insert the SIM card from my old black-berry phone. Within a few minutes, it got signal. Because it was factory unlocked, it was updated to to iOS 6 just fine and remained unlocked afterward. Don't buy those iPhones that are unlocked by software, because you can't update iOS.My existing T-Mobile contract doesn't have a data plan. All I had to do was disabling 3G and Data from Settings > General > Cellular. After that Wi-Fi works fine and I don't have to pay for a data plan.Note that if you do a factory reset on the phone, the only way to get through the initial setup is either by having a data plan or activate via USB cable attached to a computer having iTune installed.The condition of the phone is dependent on who you buy it from. My copy was near perfect.",39,5
Apple,"I ordered a WORKING 3GS, and it came with a non-working mic. He blamed it on the USPS, and offered to fix it for free, but I could tell that the silver layer attached to the back cover was a bit off, so I took it to a local shop that knows who I am. I have a nose for when things don't smell right. They looked at it for free. The back cover was ghetto rigged on in a manner that the screen came out too easily, and that when a new mic was inserted, the home button would not work anymore. 607 Tech Solutions is the highest rated Tech Repair shop in Broome County, NY. They are professionals, and took the phone apart and put it back together three separate times with three new mics. I watched take an hour to do something that should have taken ten minutes on a normal device. He did not charge me, and told me to send the product back.",13,1
Apple,I ordered this used iphone for my son instead of buying him a ipod. The price was better than that of a new ipod and he can use it on his cell phone plan. The phone came unlocked and as described. He is very happy with it.,17,5
Apple,"This is a nice phone, but it is not net ten ready it can only be serviced through Verizon. I learned that the hard way and bought everything for net ten and spent two days trying to activate it to find out you can only use Verizon .",16,2
Apple,"I bought this for my girlfriend for Christmas, who had been wanting an iPhone, for the longest time. I found this deal, and I was very excited to get it for her. I've had great experiences with the Amazon Warehouse, I've bought numerous games on here.Anyways, I went with my great experiences and bought the phone. I give the phone to her on Christmas Day. The home button does not work. After the phone is on for a long amount of time, the screen turns yellow.The worst part about it is, I have always bragged on Amazon's Customer Service. They've always done me right. This time, they did not. They basically told me to take it to an Apple Store. I paid $250 for this phone. I paid $250, for a working, functional phone, that was almost ""Like New"". Amazon has lost a lot of credibility among the online community, with lackluster service and promotions. They've definitely lost another customer with me. All I want is the phone replaced with a working phone, that my girlfriend can use. Is that too much to ask? A simple replacement?To anyone reading this, if you are looking to buy a phone, do not do it from these people. Save your money, and just buy it off Craigslist. I would love for somebody from Amazon to contact me and make good on this deal. I have always respected and bragged about this company. I will never, ever pay for Amazon Prime with the treatment I have received regarding this transaction.So Amazon, thank you for ruining my girlfriend's Christmas.",366,1
Apple,"I have one and my son had to have one. I have been supporting Apple since 1983 and they now have all #1 products. The nice thing about this is you have lots of options with AT&T. We use the pay as you go plan, no 3g and we get online at hot spots which are everywhere these days. No need to spend that extra cash if you don't need to. The 4 still is new enough to get all of the upgrades from Apple too. All that I can say is that it is a great phone or as I sometimes call it my mini ipad. I use it more than I use my computer these days. I will make one recommendation, if you buy one, get ""The Otter Box case"" as it will save your phone from lots of damage and breakage.Apple iPhone 4 16GB (Black) - AT&TAfter 3 weeks the camera stopped working and music would go on and off and loose calls left and rightI am sending it back",105,5
Apple,"I wanted the Iphone 4 without being attached to a contract with a carrier so I decided to buy on Amazon. I was so surprised when I received the phone. It was flawless; no scratches or dings looks like new. The phone works very well and came with the apple charger, apple ear phones, documentation, and apple stickers. It shipped from the Amazon Warehouse and I am very pleased with this purchase.",85,5
Apple,"The item was listed as ""like new"", but there were some problems. First, the ear speaker's filter is missing. Second, camera's flash does not work. I cannot understand how they call this item as ""like new"". However, I received %40 discount after buying this item because of these problems.",10,1
Apple,"i bought i phone 4 and this i phone supposed to be used like new but i surprised when i found the back camera is scratched and not working , really it was very bad",10,2
Apple,"The product was advertised as ...""IPHONE 4 32GB BLACK.UNLOCKED USING TURBO SIM . UNLOCKED TO USE FOR ANY CARRIER. NEW CONDITION AND COMES WITH ALL ACCESSORIES: WALL CHARGER, USB CABLE, and HEADPHONES.This phone is Brand new, with box, charger and earbuds . The phone is unlocked using Gevey""The phone works fine, but I took it to t-mobile, and they said it was locked. Also, it appears to be the 04.11.08 baseband, which is apparently more difficult to unlock than most.Sent an email, but no response after a couple of days.",46,1
Apple,"Phone waa a great purchase, was in great condition no scratches came in an iphone 4 box which was a nice touch.",45,5
Apple,Next Time you sell something you should have the box Sealed .When i got this product the Box Was Opened and it said New and you saidyou opened it to see if everything was in the box .Inside was a 16.Gb Phone Instead of a 32.Gb Phone .You tried to take me as a Skr.,27,1
Apple,"The item was sold as new, but when I received the phone it was easy to see that the phone had had its screen replaces. Not only that, the screen was poorly replaces and was moving. It was frustrating, since the item was supposed to be a gift, and so I had to find a different one at the last second.",25,1
Apple,The phone is great but I can not activate because there is a balance on the account it is linked too. Very frustrating.,24,1
Apple,The iPhone was like other experiences with iPhone orders I have had with Amazon. Everything was perfect! The phone arrived exactly on time and was in mint condition just as the seller described.,19,5
Apple,"If your an Apple customer you'll love it , just like new , no scratches or appearance of usage .Be sure to have your sim card ready for it ... Comes in box with all accessories needed.",17,4
Apple,"The iphone 4 shipped quick and came with all accessories in the original packaging. The phone looked almost brand new but the home button did not always register. Ive heard that this issue is not that uncommon because lint and dust get trapped under the button. This was however a $315 phone listed as ""like new"" so I expected it to work flawlessly. This is my first amazon return but the process has been pretty easy so far.",15,3
Apple,"i bought a cell phone that has a hardware problem, i sent it to repair to an official app store and they told me that i had been cheated by the seller...so think before buying to cell squad because it can happen the same to you!",29,1
Apple,"Bought this as a backup until I got iPhone 5. The phone was in excellent condition, without any scratches. like new.",12,4
Apple,"defective, did not disclosed was having problems, took it to apple and is not repairable, ended up buying new one, should have gone that route from the beginning, ended up paying him over 250 and for new one for 500.will not recommend to anyone for used iPhone, from internet",20,1
Apple,"After Verizon changed its upgrade cycle that coincided with both of my phone upgrades, I was left to either replace my son's non-functioning phone by purchasing an iPhone 5 for over $600, wait for next year to upgrade/replace or pay $200 to repair my son's originally free phone. I opted to check out what was being offered for last year's iPhone on Amazon and found a reasonably priced slightly used iPhone 4 with a great deal of memory. The device works as expected, no blemishes (at least none that I could find and I think there was mention of typical minor wear and tear - I saw none but I think that has to be put out there for used/refurb devices) and all cords, chargers were included in packaging. It was delivered early and my son is thoroughly pleased to go from a free Samsung smartphone to an iPhone 4 (granted he wanted the 5 but he's 15 - he'll live...besides he's happy to be at the same level his friends are at with their phones). I will be purchasing my phone this way and going outside of Verizon's market from now on. This seller is outstanding, the service and quality easily exceeds expectations. Thoroughly pleased!!!!",138,5
Apple,I had a defective speaker in the first month. I sent it back to VERY HQS and they asked if I would take the phone back if they fixed the speaker. I agreed to it for a slight reduction in price. About 2 months after that my home button started having problems. Its gotten now into the fourth month. This is a lemon. I asked for a refund for this phone that keeps having problems. They refused to take it back. Thanks VERY HQS for your customer service.,67,1
Apple,Phone works really well. I had to take to Verizon store to have activated. However I was expecting a 32gb and only received a16gb so that was disappointing.,62,3
Apple,It is great althought my home button only works half the time and so i have to hit it several times to get back to my home screen from anywhere. Not good!,38,1
Apple,At first I was almost sure I was going to get scammed because this was such a great deal! It works perfectly and I couldn't be more satisfied with my new iPhone 4. Love it! Thank you!,28,5
Apple,Camera looks like I was standing in a cloud of smoke. I loved the camera on my old phone but this one is completely useless. I wouldn't buy another used phone ever.,28,1
Apple,I spent two hours on the phone to activate it for it to not even be a Verizon phone. Its made for AT&T. Very unhappy.,24,1
Apple,"This phone doesn't pull as many reception bars as my black phone. It does most things except complete calls well. That's the trouble. What good is a phone that doesn't do its main job of completing phone calls well? And even though it was brand new, Apple said, ""It's from an outside vendor, and you're on your own.""Too bad.",19,2
Apple,though i ve been using the phone regularly i will b taking it to the apple store to exchange it the home button rarely works and the which means i had to put one on the screen and the screen doesnt shut off due to a faulty proxy sensor which means when im talking i either mute people out or im bumping buttons leaving loud beeping noises in the other persons ear,13,3
Apple,Works like an absolute charm. The seller got this too me EXTREMELY speedy and was extremely nice. Never ever had any problem with it and I've had it for almost 2 months now. Works beautifully.,17,5
Apple,Everything is fine except the home button only works half the time. But the price was pretty low and it's otherwise fully functional.,15,3
Apple,Great deal on this phone. I took a big chance and had a lot of doubt. The phone arrived on excellent condition and for the price this was a great deal. Thank you',15,4
Apple,"We bought 3 phones from Pure Mobility in December for our three kids as Christmas gifts. By March my son's phone was not working right, the on/off switch didn't work. He took it to the local Apple Store to be told that it was a pre-owned phone & had been repaired before, plus, the warranty was no longer valid due to it originally being purchased over a year ago. Now, in May, my daughter's phone does not work AT ALL! This is only 5 months after buying it! She took her phone to the Apple Store & was told the same thing...it was pre-owned AND repaired before we bought it, therefore, they can do nothing about it.We are very unhappy with our purchase and would not advise any one to purchase from Pure Mobility.When we contacted Pure Mobility, they told us that there was nothing they could do about it!! Can you believe that?!We feel that we just threw almost $1,000 in the trash.",67,1
Apple,This phone will grow on you. It is not only useful for making phone calls but serves as a mini computer and reference device for any number of tasks. It also allows you to carry with you the latest books and newspapers. It will not only lighten the amount of paper you might carry but will entertain you also.This device is highly recommended to anyone who is on the go and has no time to sit down at a desktop or lap to reference information.,12,5
Apple,"When I ordered it at the end of June, I was happy. It came fast and looked new. But In mid November IT QUIT WORKING. LIKE ARE YOU KIDDING. IT WAS NEVER DROPPED AND I HAD A CASE ON IT 24/7 AND IT JUST RANDOMLY QUIT WORKING. I am so mad . I spent a huge amount of money and its already broke? Thats bull crap.",21,3
Apple,This iphone4 cost me twenty dollars in gas and a day's work trying to get this phone fixed. I went back and forth from an apple store and my service provider. Apple gave me a new phone because the one I purchased was still under warranty. After spending all day trying to get the phone to work the apple service rep went in the back room and got the original phone and did a history check from the original owner up until I got the phone. Status unlocked: False. The apple rep told me they could not change the status of the phone they were required to return my new phone with the same set up as the old phone. The apple rep said until the person or company I got the phone from change the settings to factory unlocked there would not be anything I could do with this phone. I sent an email to Amazon about the problem and they were going to contact the provider with this issue. To date I have heard nothing from the provider or Amazon. If I could rate the product with a zero star I would. Right now I have spent over three hundred dollars out of my pocket and lost a day's work. The best thing I could do with this phone is make a boat anchor with it but it would not even be good for that. I found out by trying to save money it would have been better just to buy a new phone. I guess the old saying holds true you get what you pay for.,12,1
Apple,"I recieved my Iphone4 in the mail and was so excited to see that it was practically brand new. No scratches, no visible defects just like as the description said. I love it and I would order again from the seller!",14,5
Apple,"I purchased the iPhone 4. I am extremely pleased with the product. The phone is in great condition, it looks brand new. It came with a charger, headphones, and a quality Outterbox phone case. I got the phone activated at Ntelos with no problem and everything works perfectly. Also, shipping was very fast. I would recommend this seller! Thanks for the wonderful purchase!",10,5
Apple,"Let me start off by saying this phone does in fact work with straight talk. I was also kind of skeptical of it too but I was reassured by the seller (iconverwireless) that it would work with straight talk. Matt, the one I contacted was so helpful. The phone arrived in 3 days and in great condition. It did not include Apple stickers or earbuds but I didn't want any, so no loss. We got the phone activated in less than 4 min. No joke. This phone was amazing, and DOES work with straight talk. Totally recommend. ????",52,5
Apple,"I bought this phone of the 4th of December and shouldve received it by the 18th as a Christmas present but it got here the 27th. This phone was to be used for Straight Talk, only the sim card that is sent with the phone isnt for Straight Talk so you will need to buy a different SIM card. There were no instructions, no order form. I am still waiting for the seller to contact me so I can return it!!! Do not order this phone! Its not worth the headache! You'd be better off buying a brand new IPhone for a few more dollars.",10,1
Apple,It a great phone and worth the price! It's fast and easy to use. It's easy to set up. I am very happy with it.,47,5
Apple,"We are very satisfied with the phone, it has worked better than expected. We were told it would work in some area codes in our area, but so far it has worked for us. Would recommend this phone and the no contract plan.",30,5
Apple,I love my phone it came way earlier than it was supposed to. It did not come with headphones but it came with everything else mentioned. My sisters are even buying phones from here I recommend it !,27,5
Apple,"Everything was delivered so quickly and perfect condition!! My only advice to you (for those of us who are NOT tech smart) is when including instructions on how to register the phone for straight talk, explain that the ""access code"" is replacing the ""meid"" number b/c they asked me for that meid number SO many times & I went round & round with them for over an hour before I figured that one out!! Ha! Not tech smart!! But you give great quality service & product!",12,5
Apple,Received the phone early which is a definite plus since I'm impatient. Looks brand new and got it all set up with no issues. The only issue I had was I was not aware that it didn't come with a charger before I bought it. No biggy since I can get one at any gas station.,12,4
Apple,"Decent but there are some serious errors in its shippment and description. pros: no damage, came in box (sealed) , with charger and headphones. cons: its meant to be used for a verizon phone only, and cannot be converted to straight talk (regular sim card slots were not built in), and it came with no phone card like promised and described. overall: good phone and i like it, but it simply wasnt what i ordered! blame: the sellers of the phone (ship fast tech llc) who did not deliver what they promised in their ad, used false advertising, and have not altered it even after similiar or more critical reviews refered to the straight talk dilemma. if u want striaght talk, dotn buy this, if you dotn care and just want an iphone 4, go ahead, but watch out, you might not be a lucky as me.",12,3
Apple,"When i recieveed my phone, way ahead of the exspected delivery date, The seller ""sikksounds"" had given me a free upgrade to a 16gb, which was great and much appreciated. The phone was in almost perfect condition, and came with all the acsessories. I was very satisfied with the phone, but ultimatley had to return it do to straight talk not letting me activate it in my area, but Andy was extremly understang and immeadatly refunded me my money and gave me a return label within the hour i originally contacted him. I would highly reccomend him for his great service!",22,5
Apple,I greatly appreciated the fact that it DID INDEED come before christmas. I didnt recieve any texts or emails of where the package was at any given time. You should work on that. But it was a good feeling to see my little brothers face when he opened his present and saw a new iphone. Thnxs :3,15,4
Apple,"Check out this facebook page that outlines their shady business practices: [...]The 1-star rating is not for the iphone itself - that would be a 5-star. The 1-star rating is for the seller - WIREOVIAI bought this in March 2012, seeing that it was ""Factory Unlocked by Apple, Never Opened"" and ""New In Shrink-Wrap and Original Packaging"".Just yesterday, a little over 2 months of having the phone, the speaker stopped working so I bring it into Apple, thinking it would be covered under warranty.The apple employee informs me that the iphone was owned and registered in September 2010 - 17 months before I bought this ""new"" iphone.Do not buy ANYTHING from this vendor - WIREOVIA - as you cannot trust the authenticity of what they're selling! What you buy would also not be covered under the manufacturer's warranty if it's older than you think it is. You will just end up with a useless, piece of junk and less several hundred dollars.",177,1
Apple,"""I've had the MOST FRUSTRATING experience with this seller in my life. I wouldn't actually leave any stars for them, just had to. This was iPhone 4s box, the bottom of the which was roughly sealed with some dirty paper to cover the real specks, it was blocked and 16 GB instead of 32 GB. Moreover, the seller wouldn't confirm the return of this product despite my 2 emails to them. I do not recommend anyone to do business with this seller ever!!!""",80,1
